,</s>,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
m f,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421
m g,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
m h,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
m i,0.004319654427645789,0.019438444924406047,0.0021598272138228943,0.09287257019438445,0.06695464362850972,0.012958963282937365,0.0021598272138228943,0.02591792656587473,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.0064794816414686825,0.08639308855291576,0.008639308855291577,0.30885529157667385,0.0021598272138228943,0.004319654427645789,0.0021598272138228943,0.017278617710583154,0.18142548596112312,0.10583153347732181,0.01079913606911447,0.0021598272138228943,0.0021598272138228943,0.01079913606911447,0.0021598272138228943,0.012958963282937365
m j,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
m k,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
m l,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.22448979591836735,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.12244897959183673,0.02040816326530612
m m,0.006666666666666667,0.10666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.32,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.12666666666666668,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.14,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.08,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.08,0.006666666666666667
m n,0.12280701754385964,0.15789473684210525,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.15789473684210525,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.12280701754385964,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
m o,0.02425876010781671,0.005390835579514825,0.008086253369272238,0.016172506738544475,0.05660377358490566,0.01078167115902965,0.0026954177897574125,0.013477088948787063,0.0026954177897574125,0.0215633423180593,0.005390835579514825,0.016172506738544475,0.04851752021563342,0.013477088948787063,0.1967654986522911,0.05929919137466307,0.01078167115902965,0.0026954177897574125,0.15363881401617252,0.05660377358490566,0.1105121293800539,0.1078167115902965,0.03234501347708895,0.005390835579514825,0.008086253369272238,0.0026954177897574125,0.005390835579514825
m p,0.12580645161290321,0.1032258064516129,0.0064516129032258064,0.0032258064516129032,0.0032258064516129032,0.13548387096774195,0.0064516129032258064,0.0032258064516129032,0.04838709677419355,0.07096774193548387,0.0032258064516129032,0.00967741935483871,0.14838709677419354,0.0032258064516129032,0.0032258064516129032,0.0967741935483871,0.0064516129032258064,0.0032258064516129032,0.04838709677419355,0.02258064516129032,0.05806451612903226,0.041935483870967745,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.03225806451612903,0.0032258064516129032
m q,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
m r,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.15151515151515152,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304
m s,0.14814814814814814,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.09259259259259259,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.09259259259259259,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.07407407407407407,0.018518518518518517
m t,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
m u,0.012578616352201259,0.006289308176100629,0.006289308176100629,0.050314465408805034,0.05660377358490566,0.018867924528301886,0.025157232704402517,0.031446540880503145,0.006289308176100629,0.006289308176100629,0.012578616352201259,0.006289308176100629,0.16981132075471697,0.05660377358490566,0.09433962264150944,0.006289308176100629,0.006289308176100629,0.006289308176100629,0.06289308176100629,0.18238993710691823,0.11320754716981132,0.018867924528301886,0.006289308176100629,0.006289308176100629,0.006289308176100629,0.006289308176100629,0.012578616352201259
m v,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
m w,0.03125,0.03125,0.03125,0.03125,0.03125,0.0625,0.03125,0.03125,0.03125,0.0625,0.03125,0.03125,0.03125,0.03125,0.03125,0.09375,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125
m x,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
m y,0.4567901234567901,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.037037037037037035,0.012345679012345678,0.024691358024691357,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.012345679012345678,0.024691358024691357,0.06172839506172839,0.012345679012345678,0.012345679012345678,0.037037037037037035,0.06172839506172839,0.024691358024691357,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678
m z,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
n </s>,0.9756975697569757,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009,0.0009000900090009
n <s>,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
n a,0.09219858156028368,0.002364066193853428,0.0425531914893617,0.0425531914893617,0.030732860520094562,0.0070921985815602835,0.004728132387706856,0.04491725768321513,0.0070921985815602835,0.028368794326241134,0.002364066193853428,0.016548463356973995,0.16784869976359337,0.037825059101654845,0.061465721040189124,0.002364066193853428,0.04018912529550828,0.002364066193853428,0.08747044917257683,0.03546099290780142,0.17257683215130024,0.018912529550827423,0.02127659574468085,0.009456264775413711,0.002364066193853428,0.01182033096926714,0.004728132387706856
n b,0.014925373134328358,0.11940298507462686,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.11940298507462686,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.16417910447761194,0.014925373134328358,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.014925373134328358,0.16417910447761194,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358
n c,0.0025575447570332483,0.02557544757033248,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.39641943734015345,0.0025575447570332483,0.0025575447570332483,0.15601023017902813,0.08695652173913043,0.0025575447570332483,0.0025575447570332483,0.04859335038363171,0.005115089514066497,0.0025575447570332483,0.06905370843989769,0.0025575447570332483,0.0025575447570332483,0.023017902813299233,0.0025575447570332483,0.056265984654731455,0.030690537084398978,0.0025575447570332483,0.0025575447570332483,0.0025575447570332483,0.058823529411764705,0.0025575447570332483
n d,0.24754098360655738,0.06229508196721312,0.011475409836065573,0.013114754098360656,0.003278688524590164,0.2540983606557377,0.006557377049180328,0.003278688524590164,0.004918032786885246,0.10819672131147541,0.001639344262295082,0.001639344262295082,0.05245901639344262,0.011475409836065573,0.006557377049180328,0.054098360655737705,0.013114754098360656,0.001639344262295082,0.02459016393442623,0.036065573770491806,0.006557377049180328,0.04262295081967213,0.001639344262295082,0.003278688524590164,0.001639344262295082,0.022950819672131147,0.001639344262295082
n e,0.2943980929678188,0.027413587604290822,0.0059594755661501785,0.026221692491060787,0.08104886769964244,0.023837902264600714,0.00834326579261025,0.011918951132300357,0.0023837902264600714,0.0059594755661501785,0.0011918951132300357,0.0011918951132300357,0.03575685339690107,0.00834326579261025,0.010727056019070322,0.011918951132300357,0.0023837902264600714,0.0059594755661501785,0.12514898688915377,0.17044100119189512,0.050059594755661505,0.0166865315852205,0.00834326579261025,0.025029797377830752,0.009535160905840286,0.027413587604290822,0.0011918951132300357
n f,0.007042253521126761,0.14788732394366197,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.11971830985915492,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.20422535211267606,0.007042253521126761,0.007042253521126761,0.1056338028169014,0.007042253521126761,0.007042253521126761,0.11971830985915492,0.007042253521126761,0.007042253521126761,0.04929577464788732,0.007042253521126761,0.007042253521126761,0.1056338028169014,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.007042253521126761,0.007042253521126761
n g,0.7712508638562543,0.0082930200414651,0.0048375950241879755,0.000691085003455425,0.002073255010366275,0.06565307532826538,0.00414651002073255,0.000691085003455425,0.0048375950241879755,0.0165860400829302,0.000691085003455425,0.000691085003455425,0.04077401520387008,0.0034554250172771253,0.002073255010366275,0.010366275051831375,0.00138217000691085,0.000691085003455425,0.01243953006219765,0.01796821008984105,0.0048375950241879755,0.0165860400829302,0.000691085003455425,0.00138217000691085,0.000691085003455425,0.0048375950241879755,0.000691085003455425
n h,0.013888888888888888,0.19444444444444445,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.125,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.041666666666666664,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.2361111111111111,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.06944444444444445,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.013888888888888888
n i,0.03180914512922465,0.039761431411530816,0.009940357852882704,0.13320079522862824,0.005964214711729622,0.017892644135188866,0.039761431411530816,0.0536779324055666,0.009940357852882704,0.0019880715705765406,0.0019880715705765406,0.007952286282306162,0.007952286282306162,0.02982107355864811,0.24055666003976142,0.027833001988071572,0.02385685884691849,0.005964214711729622,0.005964214711729622,0.1073558648111332,0.1312127236580517,0.011928429423459244,0.013916500994035786,0.0019880715705765406,0.0019880715705765406,0.0019880715705765406,0.03180914512922465
n j,0.02,0.04,0.02,0.02,0.02,0.1,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.12,0.02,0.02,0.02,0.02,0.02,0.24,0.02,0.02,0.02,0.02,0.02
n k,0.3076923076923077,0.04142011834319527,0.011834319526627219,0.011834319526627219,0.005917159763313609,0.13609467455621302,0.01775147928994083,0.011834319526627219,0.01775147928994083,0.10059171597633136,0.005917159763313609,0.005917159763313609,0.09467455621301775,0.01775147928994083,0.029585798816568046,0.011834319526627219,0.005917159763313609,0.005917159763313609,0.01775147928994083,0.04142011834319527,0.011834319526627219,0.005917159763313609,0.005917159763313609,0.005917159763313609,0.005917159763313609,0.05325443786982249,0.005917159763313609
n l,0.0125,0.1125,0.0125,0.0125,0.0125,0.125,0.0125,0.0125,0.0125,0.1625,0.0125,0.0125,0.0125,0.0125,0.0125,0.0625,0.0125,0.0125,0.0125,0.0125,0.0125,0.025,0.0125,0.0125,0.0125,0.2375,0.0125
n m,0.022222222222222223,0.24444444444444444,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.13333333333333333,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223
n n,0.011695906432748537,0.13450292397660818,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.2807017543859649,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.1871345029239766,0.005847953216374269,0.011695906432748537,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.0935672514619883,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.011695906432748537,0.005847953216374269,0.05847953216374269,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.09941520467836257,0.005847953216374269
n o,0.05333333333333334,0.0033333333333333335,0.04666666666666667,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.01,0.03333333333333333,0.0033333333333333335,0.043333333333333335,0.0033333333333333335,0.0033333333333333335,0.03666666666666667,0.08333333333333333,0.07,0.043333333333333335,0.02,0.0033333333333333335,0.11333333333333333,0.05,0.09333333333333334,0.09,0.016666666666666666,0.07,0.016666666666666666,0.013333333333333334,0.01
n p,0.02,0.12,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.12,0.02,0.02,0.16,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
n q,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.35714285714285715,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808
n r,0.017241379310344827,0.1206896551724138,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.20689655172413793,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.08620689655172414,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.1206896551724138,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.017241379310344827
n s,0.08273381294964029,0.046762589928057555,0.0035971223021582736,0.03597122302158273,0.0035971223021582736,0.14388489208633093,0.007194244604316547,0.007194244604316547,0.0539568345323741,0.17985611510791366,0.0035971223021582736,0.007194244604316547,0.014388489208633094,0.02158273381294964,0.0035971223021582736,0.07194244604316546,0.046762589928057555,0.0035971223021582736,0.0035971223021582736,0.0035971223021582736,0.1366906474820144,0.08273381294964029,0.0035971223021582736,0.01079136690647482,0.0035971223021582736,0.01079136690647482,0.0035971223021582736
n t,0.4330254041570439,0.05542725173210162,0.004618937644341801,0.0011547344110854503,0.0011547344110854503,0.12009237875288684,0.004618937644341801,0.0011547344110854503,0.03117782909930716,0.12702078521939955,0.0011547344110854503,0.0011547344110854503,0.049653579676674366,0.0023094688221709007,0.0023094688221709007,0.03695150115473441,0.0011547344110854503,0.0011547344110854503,0.06581986143187067,0.009237875288683603,0.0011547344110854503,0.019630484988452657,0.0011547344110854503,0.003464203233256351,0.0011547344110854503,0.018475750577367205,0.003464203233256351
n u,0.016129032258064516,0.06451612903225806,0.04032258064516129,0.04032258064516129,0.016129032258064516,0.04032258064516129,0.03225806451612903,0.03225806451612903,0.008064516129032258,0.04838709677419355,0.008064516129032258,0.008064516129032258,0.03225806451612903,0.12903225806451613,0.03225806451612903,0.04032258064516129,0.03225806451612903,0.008064516129032258,0.03225806451612903,0.11290322580645161,0.16129032258064516,0.016129032258064516,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008064516129032258
n v,0.012987012987012988,0.07792207792207792,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.3116883116883117,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.16883116883116883,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.1038961038961039,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.012987012987012988
n w,0.017857142857142856,0.21428571428571427,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.16071428571428573,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.10714285714285714,0.017857142857142856,0.017857142857142856,0.05357142857142857,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856
n x,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304
n y,0.5436893203883495,0.019417475728155338,0.019417475728155338,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.019417475728155338,0.009708737864077669,0.009708737864077669,0.038834951456310676,0.05825242718446602,0.009708737864077669,0.019417475728155338,0.019417475728155338,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.038834951456310676,0.009708737864077669,0.009708737864077669,0.019417475728155338,0.019417475728155338,0.009708737864077669,0.009708737864077669
n z,0.025,0.125,0.025,0.025,0.025,0.125,0.025,0.025,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0.05,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.075,0.025
o </s>,0.8953488372093024,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.003875968992248062
o <s>,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
o a,0.022099447513812154,0.0055248618784530384,0.0055248618784530384,0.049723756906077346,0.1712707182320442,0.0055248618784530384,0.027624309392265192,0.011049723756906077,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.03314917127071823,0.049723756906077346,0.03314917127071823,0.016574585635359115,0.0055248618784530384,0.016574585635359115,0.0055248618784530384,0.18232044198895028,0.04419889502762431,0.23756906077348067,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.027624309392265192,0.0055248618784530384,0.0055248618784530384
o b,0.11042944785276074,0.07975460122699386,0.12883435582822086,0.012269938650306749,0.006134969325153374,0.09815950920245399,0.006134969325153374,0.012269938650306749,0.006134969325153374,0.1165644171779141,0.03067484662576687,0.006134969325153374,0.1165644171779141,0.006134969325153374,0.018404907975460124,0.049079754601226995,0.006134969325153374,0.006134969325153374,0.018404907975460124,0.07975460122699386,0.012269938650306749,0.018404907975460124,0.012269938650306749,0.012269938650306749,0.006134969325153374,0.012269938650306749,0.006134969325153374
o c,0.007434944237918215,0.13011152416356878,0.0037174721189591076,0.06691449814126393,0.0037174721189591076,0.06319702602230483,0.0037174721189591076,0.0037174721189591076,0.07806691449814127,0.05947955390334572,0.0037174721189591076,0.34944237918215615,0.01486988847583643,0.0037174721189591076,0.0037174721189591076,0.048327137546468404,0.0037174721189591076,0.0037174721189591076,0.02973977695167286,0.0037174721189591076,0.03345724907063197,0.055762081784386616,0.0037174721189591076,0.0037174721189591076,0.0037174721189591076,0.007434944237918215,0.0037174721189591076
o d,0.22393822393822393,0.019305019305019305,0.015444015444015444,0.003861003861003861,0.07335907335907337,0.1776061776061776,0.007722007722007722,0.04633204633204633,0.015444015444015444,0.10038610038610038,0.003861003861003861,0.007722007722007722,0.06177606177606178,0.007722007722007722,0.011583011583011582,0.02702702702702703,0.011583011583011582,0.003861003861003861,0.015444015444015444,0.02702702702702703,0.003861003861003861,0.03861003861003861,0.003861003861003861,0.011583011583011582,0.003861003861003861,0.0694980694980695,0.003861003861003861
o e,0.1791044776119403,0.014925373134328358,0.07462686567164178,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.029850746268656716,0.04477611940298507,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.05970149253731343,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.029850746268656716,0.029850746268656716,0.014925373134328358
o f,0.10810810810810811,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.05405405405405406,0.3153153153153153,0.009009009009009009,0.009009009009009009,0.10810810810810811,0.009009009009009009,0.009009009009009009,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.04504504504504504,0.009009009009009009,0.009009009009009009,0.018018018018018018,0.018018018018018018,0.0990990990990991,0.036036036036036036,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.018018018018018018,0.009009009009009009
o g,0.11979166666666667,0.057291666666666664,0.010416666666666666,0.010416666666666666,0.005208333333333333,0.08333333333333333,0.020833333333333332,0.09375,0.010416666666666666,0.078125,0.010416666666666666,0.005208333333333333,0.020833333333333332,0.026041666666666668,0.03125,0.026041666666666668,0.005208333333333333,0.005208333333333333,0.11979166666666667,0.010416666666666666,0.010416666666666666,0.0625,0.005208333333333333,0.015625,0.005208333333333333,0.140625,0.005208333333333333
o h,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.17777777777777778,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.13333333333333333,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.022222222222222223
